id,ownorgid,orgacntid,inituserid,docdate,restbegsum,plnpaysum,aprvpaysum,restendsum,notes,active,locked,created_at,created_by,updated_at,updated_by
252,2,NULL,55,2020-10-22,61306.74,NULL,NULL,NULL,NULL,1,0,"2020-10-21 22:11:46",55,"2020-10-21 22:11:46",1
253,1,NULL,55,2020-10-22,2771605.03,NULL,NULL,NULL,NULL,1,0,"2020-10-21 22:12:09",55,"2020-10-21 22:12:30",1
254,6,NULL,33,2020-10-22,1160945.11,NULL,NULL,NULL,NULL,1,0,"2020-10-21 22:58:27",33,"2020-10-21 22:58:27",1
255,15,NULL,56,2020-10-23,488087168.28,NULL,NULL,NULL,NULL,1,0,"2020-10-22 21:38:20",56,"2020-10-22 21:39:48",1
256,10,NULL,56,2020-10-23,1234421.00,NULL,NULL,NULL,NULL,1,0,"2020-10-22 21:40:09",56,"2020-10-23 00:34:56",1
257,160,NULL,56,2020-10-23,506793.00,NULL,NULL,NULL,NULL,1,0,"2020-10-22 21:40:29",56,"2020-10-22 21:40:29",1
258,19,NULL,56,2020-10-23,16314.49,NULL,NULL,NULL,NULL,1,0,"2020-10-22 21:40:43",56,"2020-10-22 21:40:58",1
259,14,NULL,56,2020-10-23,9281.39,NULL,NULL,NULL,NULL,1,0,"2020-10-22 21:41:17",56,"2020-10-22 21:41:17",1
260,7,NULL,53,2020-10-23,1111375.80,NULL,NULL,NULL,NULL,1,0,"2020-10-22 21:55:28",53,"2020-10-22 21:56:01",1
261,1,NULL,55,2020-10-23,2104326.03,NULL,NULL,NULL,NULL,1,0,"2020-10-22 22:09:05",55,"2020-10-22 22:09:20",1
262,2,NULL,55,2020-10-23,59275.74,NULL,NULL,NULL,NULL,1,0,"2020-10-22 22:09:39",55,"2020-10-22 22:09:39",1
263,10,NULL,56,2020-10-26,197719.01,NULL,NULL,NULL,NULL,1,0,"2020-10-25 21:41:06",56,"2020-10-25 21:41:06",1
264,19,NULL,56,2020-10-26,15504.40,NULL,NULL,NULL,NULL,1,0,"2020-10-25 21:41:22",56,"2020-10-25 21:41:39",1
265,14,NULL,56,2020-10-26,19716.39,NULL,NULL,NULL,NULL,1,0,"2020-10-25 21:42:01",56,"2020-10-25 21:42:01",1
266,15,NULL,56,2020-10-26,488574197.73,NULL,NULL,NULL,NULL,1,0,"2020-10-25 21:43:12",56,"2020-10-25 23:25:59",1
267,160,NULL,56,2020-10-26,774392.00,NULL,NULL,NULL,NULL,1,0,"2020-10-25 21:46:08",56,"2020-10-25 23:24:47",1
268,7,NULL,53,2020-10-26,220620.33,NULL,NULL,NULL,NULL,1,0,"2020-10-25 22:10:10",53,"2020-10-25 22:10:31",1
269,2,NULL,55,2020-10-26,902729.96,NULL,NULL,NULL,NULL,1,0,"2020-10-25 22:28:54",55,"2020-10-25 22:28:54",1
270,1,NULL,55,2020-10-26,881272.03,NULL,NULL,NULL,NULL,1,0,"2020-10-25 22:29:07",55,"2020-10-25 22:29:28",1
271,6,NULL,33,2020-10-26,764082.07,NULL,NULL,NULL,NULL,1,0,"2020-10-25 22:36:33",33,"2020-10-25 22:36:33",1
272,160,NULL,56,2020-10-27,774392.00,NULL,NULL,NULL,NULL,1,0,"2020-10-26 21:35:55",56,"2020-10-26 21:35:55",1
273,15,NULL,56,2020-10-27,488842993.33,NULL,NULL,NULL,NULL,1,0,"2020-10-26 21:36:23",56,"2020-10-26 21:37:02",1
274,10,NULL,56,2020-10-27,197719.01,NULL,NULL,NULL,NULL,1,0,"2020-10-26 21:37:23",56,"2020-10-26 21:37:23",1
275,19,NULL,56,2020-10-27,12984.40,NULL,NULL,NULL,NULL,1,0,"2020-10-26 21:37:40",56,"2020-10-26 21:38:01",1
276,14,NULL,56,2020-10-27,19110.99,NULL,NULL,NULL,NULL,1,0,"2020-10-26 21:38:20",56,"2020-10-26 21:38:20",1
277,7,NULL,53,2020-10-27,1323419.50,NULL,NULL,NULL,NULL,1,0,"2020-10-26 22:12:22",53,"2020-10-28 22:06:38",53
278,1,NULL,55,2020-10-27,4093554.23,NULL,NULL,NULL,NULL,1,0,"2020-10-26 22:21:17",55,"2020-10-26 22:22:11",1
279,2,NULL,55,2020-10-27,935767.96,NULL,NULL,NULL,NULL,1,0,"2020-10-26 22:23:17",55,"2020-10-26 22:23:17",1
280,6,NULL,33,2020-10-27,351973.86,NULL,NULL,NULL,NULL,1,0,"2020-10-26 22:27:03",33,"2020-10-26 22:27:03",1
281,2,NULL,55,2020-10-28,624584.40,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:13:05",55,"2020-10-27 22:13:05",1
282,1,NULL,55,2020-10-28,1741955.34,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:13:18",55,"2020-10-27 22:14:04",1
283,7,NULL,53,2020-10-28,562375.51,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:15:19",53,"2020-10-27 22:16:04",53
284,14,NULL,56,2020-10-28,19110.99,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:22:47",56,"2020-10-27 22:22:47",1
285,19,NULL,56,2020-10-28,12984.40,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:23:01",56,"2020-10-27 22:23:14",1
286,10,NULL,56,2020-10-28,101688.01,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:23:32",56,"2020-10-27 22:23:32",1
287,6,NULL,33,2020-10-28,670834.76,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:24:00",33,"2020-10-28 01:18:50",1
288,15,NULL,56,2020-10-28,485174026.35,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:24:07",56,"2020-10-27 22:34:44",1
289,160,NULL,56,2020-10-28,774393.00,NULL,NULL,NULL,NULL,1,0,"2020-10-27 22:35:16",56,"2020-10-27 22:35:16",1
290,160,NULL,56,2020-10-29,774393.00,NULL,NULL,NULL,NULL,1,0,"2020-10-28 21:45:28",56,"2020-10-28 21:45:28",1
291,10,NULL,56,2020-10-29,101688.01,NULL,NULL,NULL,NULL,1,0,"2020-10-28 21:45:43",56,"2020-10-28 21:45:43",1
292,14,NULL,56,2020-10-29,19110.99,NULL,NULL,NULL,NULL,1,0,"2020-10-28 21:46:00",56,"2020-10-28 21:46:00",1
293,19,NULL,56,2020-10-29,12984.40,NULL,NULL,NULL,NULL,1,0,"2020-10-28 21:46:17",56,"2020-10-28 21:46:32",1
294,15,NULL,56,2020-10-29,484752669.23,NULL,NULL,NULL,NULL,1,0,"2020-10-28 21:47:35",56,"2020-10-28 21:48:32",1
295,7,NULL,53,2020-10-29,556344.51,NULL,NULL,NULL,NULL,1,0,"2020-10-28 22:08:59",53,"2020-10-28 22:09:31",1
296,6,NULL,33,2020-10-29,881543.76,NULL,NULL,NULL,NULL,1,0,"2020-10-28 22:10:00",33,"2020-10-29 03:02:06",1
297,1,NULL,55,2020-10-29,1741955.34,NULL,NULL,NULL,NULL,1,0,"2020-10-28 22:18:38",55,"2020-10-28 22:19:36",1
298,2,NULL,55,2020-10-29,624584.40,NULL,NULL,NULL,NULL,1,0,"2020-10-28 22:19:20",55,"2020-10-28 22:19:20",1
299,14,NULL,56,2020-10-30,19110.99,NULL,NULL,NULL,NULL,1,0,"2020-10-29 21:56:38",56,"2020-10-29 21:56:38",1
300,19,NULL,56,2020-10-30,12922.40,NULL,NULL,NULL,NULL,1,0,"2020-10-29 21:56:51",56,"2020-10-29 21:57:09",1
301,10,NULL,56,2020-10-30,51688.01,NULL,NULL,NULL,NULL,1,0,"2020-10-29 21:57:28",56,"2020-10-29 21:57:28",1
302,15,NULL,56,2020-10-30,484752669.23,NULL,NULL,NULL,NULL,1,0,"2020-10-29 21:58:04",56,"2020-10-29 22:04:37",1
303,7,NULL,53,2020-10-30,156344.51,NULL,NULL,NULL,NULL,1,0,"2020-10-29 22:07:06",53,"2020-10-29 22:08:23",53
304,2,NULL,55,2020-10-30,606953.40,NULL,NULL,NULL,NULL,1,0,"2020-10-29 22:10:59",55,"2020-10-29 22:10:59",1
305,1,NULL,55,2020-10-30,516756.34,NULL,NULL,NULL,NULL,1,0,"2020-10-29 22:11:10",55,"2020-10-29 22:11:25",1
306,6,NULL,33,2020-10-30,229483.97,NULL,NULL,NULL,NULL,1,0,"2020-10-30 01:05:25",33,"2020-10-30 01:05:25",1
307,14,NULL,56,2020-11-02,17610.99,NULL,NULL,NULL,NULL,1,0,"2020-11-01 21:46:50",56,"2020-11-01 21:46:50",1
308,19,NULL,56,2020-11-02,10542.40,NULL,NULL,NULL,NULL,1,0,"2020-11-01 21:47:03",56,"2020-11-01 21:47:24",1
309,10,NULL,56,2020-11-02,44188.01,NULL,NULL,NULL,NULL,1,0,"2020-11-01 21:47:43",56,"2020-11-01 21:47:43",1
310,15,NULL,56,2020-11-02,483966000.82,NULL,NULL,NULL,NULL,1,0,"2020-11-01 21:48:59",56,"2020-11-01 21:59:16",1
311,1,NULL,55,2020-11-02,266557.34,NULL,NULL,NULL,NULL,1,0,"2020-11-01 22:16:31",55,"2020-11-01 22:16:47",1
312,2,NULL,55,2020-11-02,391436.08,NULL,NULL,NULL,NULL,1,0,"2020-11-01 22:17:03",55,"2020-11-01 22:17:03",1
313,7,NULL,53,2020-11-02,515284.51,NULL,NULL,NULL,NULL,1,0,"2020-11-01 22:18:01",53,"2020-11-01 22:18:53",1
314,6,NULL,33,2020-11-02,288870.09,NULL,NULL,NULL,NULL,1,0,"2020-11-01 22:22:46",33,"2020-11-01 22:22:46",1
315,6,NULL,33,2020-11-10,321779.70,NULL,NULL,NULL,NULL,1,0,"2020-11-02 01:11:16",33,"2020-11-10 06:16:56",33
316,15,NULL,56,2020-11-03,473142107.17,NULL,NULL,NULL,NULL,1,0,"2020-11-02 21:53:10",56,"2020-11-02 21:54:09",1
317,10,NULL,56,2020-11-03,44188.01,NULL,NULL,NULL,NULL,1,0,"2020-11-02 21:54:25",56,"2020-11-02 21:54:25",1
318,19,NULL,56,2020-11-03,10542.40,NULL,NULL,NULL,NULL,1,0,"2020-11-02 21:54:36",56,"2020-11-02 21:54:52",1
319,14,NULL,56,2020-11-03,5066.51,NULL,NULL,NULL,NULL,1,0,"2020-11-02 21:55:11",56,"2020-11-02 21:55:11",1
320,7,NULL,53,2020-11-03,442843.51,NULL,NULL,NULL,NULL,1,0,"2020-11-02 22:09:00",53,"2020-11-02 22:09:52",1
321,2,NULL,55,2020-11-03,427465.08,NULL,NULL,NULL,NULL,1,0,"2020-11-02 22:16:00",55,"2020-11-02 22:16:00",1
322,1,NULL,55,2020-11-03,9259774.94,NULL,NULL,NULL,NULL,1,0,"2020-11-02 22:16:34",55,"2020-11-02 22:17:09",1
323,6,NULL,33,2020-11-03,133844.30,NULL,NULL,NULL,NULL,1,0,"2020-11-02 22:30:14",33,"2020-11-03 04:41:40",1
324,160,NULL,56,2020-11-03,1274363.00,NULL,NULL,NULL,NULL,1,0,"2020-11-03 00:45:29",56,"2020-11-03 00:45:29",1
325,7,NULL,53,2020-11-05,442781.51,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:11:49",53,"2020-11-04 22:12:18",1
326,160,NULL,56,2020-11-05,1174363.00,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:17:23",56,"2020-11-04 22:17:23",1
327,10,NULL,56,2020-11-05,4188.01,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:17:40",56,"2020-11-04 22:17:40",1
328,15,NULL,56,2020-11-05,467316923.55,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:17:57",56,"2020-11-04 22:20:02",1
329,1,NULL,55,2020-11-05,8203136.94,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:18:04",55,"2020-11-04 22:18:25",1
330,2,NULL,55,2020-11-05,424434.08,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:18:47",55,"2020-11-04 22:18:47",1
331,19,NULL,56,2020-11-05,536.77,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:19:29",56,"2020-11-04 22:19:29",1
332,14,NULL,56,2020-11-05,5066.51,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:20:19",56,"2020-11-04 22:20:19",1
333,6,NULL,33,2020-11-05,127889.07,NULL,NULL,NULL,NULL,1,0,"2020-11-04 22:23:38",33,"2020-11-04 22:23:38",1
334,14,NULL,56,2020-11-06,3327.01,NULL,NULL,NULL,NULL,1,0,"2020-11-05 22:07:15",56,"2020-11-05 22:07:15",1
335,7,NULL,53,2020-11-06,334911.51,NULL,NULL,NULL,NULL,1,0,"2020-11-05 22:07:28",53,"2020-11-05 22:07:59",1
336,19,NULL,56,2020-11-06,7306.63,NULL,NULL,NULL,NULL,1,0,"2020-11-05 22:07:40",56,"2020-11-05 22:07:58",1
337,10,NULL,56,2020-11-06,604188.01,NULL,NULL,NULL,NULL,1,0,"2020-11-05 22:08:16",56,"2020-11-05 22:08:16",1
338,15,NULL,56,2020-11-06,467315526.55,NULL,NULL,NULL,NULL,1,0,"2020-11-05 22:08:39",56,"2020-11-05 22:09:29",1
339,2,NULL,55,2020-11-06,388434.08,NULL,NULL,NULL,NULL,1,0,"2020-11-05 22:12:05",55,"2020-11-05 22:12:05",1
340,1,NULL,55,2020-11-06,7016086.61,NULL,NULL,NULL,NULL,1,0,"2020-11-05 22:12:16",55,"2020-11-05 22:12:38",1
341,6,NULL,33,2020-11-06,2723986.07,NULL,NULL,NULL,NULL,1,0,"2020-11-05 22:29:31",33,"2020-11-06 04:14:02",1
342,15,NULL,56,2020-11-09,460312752.08,NULL,NULL,NULL,NULL,1,0,"2020-11-08 21:58:06",56,"2020-11-09 03:05:23",1
343,14,NULL,56,2020-11-09,3327.01,NULL,NULL,NULL,NULL,1,0,"2020-11-08 21:59:13",56,"2020-11-08 21:59:13",1
344,19,NULL,56,2020-11-09,8310.75,NULL,NULL,NULL,NULL,1,0,"2020-11-08 21:59:44",56,"2020-11-08 22:00:01",1
345,10,NULL,56,2020-11-09,674549.01,NULL,NULL,NULL,NULL,1,0,"2020-11-08 22:00:24",56,"2020-11-09 03:29:28",1
346,7,NULL,53,2020-11-09,453975.51,NULL,NULL,NULL,NULL,1,0,"2020-11-08 22:11:08",53,"2020-11-08 22:11:34",1
347,1,NULL,55,2020-11-09,4039329.61,NULL,NULL,NULL,NULL,1,0,"2020-11-08 22:26:43",55,"2020-11-08 22:26:57",1
348,2,NULL,55,2020-11-09,388434.08,NULL,NULL,NULL,NULL,1,0,"2020-11-08 22:27:15",55,"2020-11-08 22:27:15",1
349,6,NULL,33,2020-11-09,5031345.96,NULL,NULL,NULL,NULL,1,0,"2020-11-08 23:54:21",33,"2020-11-09 03:38:38",1
350,160,NULL,56,2020-11-09,327430.00,NULL,NULL,NULL,NULL,1,0,"2020-11-09 03:06:11",56,"2020-11-09 03:06:11",1
351,160,NULL,56,2020-11-10,327430.00,NULL,NULL,NULL,NULL,1,0,"2020-11-09 22:06:34",56,"2020-11-09 22:06:34",1
352,10,NULL,56,2020-11-10,674268.01,NULL,NULL,NULL,NULL,1,0,"2020-11-09 22:06:53",56,"2020-11-09 22:06:53",1
353,19,NULL,56,2020-11-10,8310.75,NULL,NULL,NULL,NULL,1,0,"2020-11-09 22:07:41",56,"2020-11-09 22:08:33",1
354,14,NULL,56,2020-11-10,3327.01,NULL,NULL,NULL,NULL,1,0,"2020-11-09 22:09:12",56,"2020-11-09 22:09:12",1
355,7,NULL,53,2020-11-10,495149.52,NULL,NULL,NULL,NULL,1,0,"2020-11-09 22:09:50",53,"2020-11-09 22:10:21",1
356,15,NULL,56,2020-11-10,460708345.08,NULL,NULL,NULL,NULL,1,0,"2020-11-09 22:09:54",56,"2020-11-09 22:11:14",1
357,2,NULL,55,2020-11-10,388434.08,NULL,NULL,NULL,NULL,1,0,"2020-11-09 22:11:24",55,"2020-11-09 22:11:24",1
358,1,NULL,55,2020-11-10,3949186.04,NULL,NULL,NULL,NULL,1,0,"2020-11-09 22:11:37",55,"2020-11-09 22:11:54",1
359,15,NULL,56,2020-11-11,459465994.88,NULL,NULL,NULL,NULL,1,0,"2020-11-10 22:02:45",56,"2020-11-10 23:17:19",1
360,10,NULL,56,2020-11-11,674268.01,NULL,NULL,NULL,NULL,1,0,"2020-11-10 22:05:06",56,"2020-11-10 22:05:06",1
361,19,NULL,56,2020-11-11,15086.13,NULL,NULL,NULL,NULL,1,0,"2020-11-10 22:05:47",56,"2020-11-10 22:06:06",1
362,14,NULL,56,2020-11-11,59554.96,NULL,NULL,NULL,NULL,1,0,"2020-11-10 22:06:23",56,"2020-11-10 22:06:23",1
363,1,NULL,55,2020-11-11,3601911.57,NULL,NULL,NULL,NULL,1,0,"2020-11-10 22:09:42",55,"2020-11-10 22:09:55",1
364,2,NULL,55,2020-11-11,221946.49,NULL,NULL,NULL,NULL,1,0,"2020-11-10 22:10:16",55,"2020-11-10 22:10:16",1
365,7,NULL,53,2020-11-11,20064.83,NULL,NULL,NULL,NULL,1,0,"2020-11-10 22:17:12",53,"2020-11-10 22:17:41",1
366,160,NULL,56,2020-11-11,327033.00,NULL,NULL,NULL,NULL,1,0,"2020-11-10 23:18:22",56,"2020-11-10 23:18:22",1
367,6,NULL,33,2020-11-11,25786.51,NULL,NULL,NULL,NULL,1,0,"2020-11-10 23:21:06",33,"2020-11-10 23:21:06",1
368,160,NULL,56,2020-11-12,327033.00,NULL,NULL,NULL,NULL,1,0,"2020-11-11 21:55:57",56,"2020-11-11 21:55:57",1
369,14,NULL,56,2020-11-12,6087.96,NULL,NULL,NULL,NULL,1,0,"2020-11-11 21:56:31",56,"2020-11-11 21:56:31",1
370,19,NULL,56,2020-11-12,15086.13,NULL,NULL,NULL,NULL,1,0,"2020-11-11 21:57:20",56,"2020-11-11 21:57:35",1
371,10,NULL,56,2020-11-12,764708.01,NULL,NULL,NULL,NULL,1,0,"2020-11-11 21:57:54",56,"2020-11-11 21:57:54",1
372,15,NULL,56,2020-11-12,459303531.38,NULL,NULL,NULL,NULL,1,0,"2020-11-11 21:58:29",56,"2020-11-11 21:59:49",1
373,7,NULL,53,2020-11-12,19302.83,NULL,NULL,NULL,NULL,1,0,"2020-11-11 22:11:23",53,"2020-11-11 22:11:44",1
374,2,NULL,55,2020-11-12,221946.49,NULL,NULL,NULL,NULL,1,0,"2020-11-11 22:12:44",55,"2020-11-11 22:12:44",1
375,1,NULL,55,2020-11-12,2364939.57,NULL,NULL,NULL,NULL,1,0,"2020-11-11 22:12:58",55,"2020-11-11 22:13:33",1
376,6,NULL,33,2020-11-12,25786.51,NULL,NULL,NULL,NULL,1,0,"2020-11-11 23:00:57",33,"2020-11-11 23:00:57",1
377,15,NULL,56,2020-11-13,461358412.88,NULL,NULL,NULL,NULL,1,0,"2020-11-12 21:52:11",56,"2020-11-12 21:53:46",1
378,160,NULL,56,2020-11-13,227033.00,NULL,NULL,NULL,NULL,1,0,"2020-11-12 21:54:11",56,"2020-11-12 21:54:11",1
379,10,NULL,56,2020-11-13,623367.32,NULL,NULL,NULL,NULL,1,0,"2020-11-12 21:54:29",56,"2020-11-12 21:54:29",1
380,19,NULL,56,2020-11-13,14755.14,NULL,NULL,NULL,NULL,1,0,"2020-11-12 21:54:58",56,"2020-11-12 21:55:12",1
381,14,NULL,56,2020-11-13,6087.96,NULL,NULL,NULL,NULL,1,0,"2020-11-12 21:55:30",56,"2020-11-12 21:55:30",1
382,1,NULL,55,2020-11-13,2151551.57,NULL,NULL,NULL,NULL,1,0,"2020-11-12 22:09:15",55,"2020-11-12 22:09:29",1
383,2,NULL,55,2020-11-13,185814.49,NULL,NULL,NULL,NULL,1,0,"2020-11-12 22:09:46",55,"2020-11-12 22:09:46",1
384,7,NULL,53,2020-11-13,219302.83,NULL,NULL,NULL,NULL,1,0,"2020-11-12 22:10:56",53,"2020-11-12 22:11:19",1
385,6,NULL,33,2020-11-13,25786.51,NULL,NULL,NULL,NULL,1,0,"2020-11-13 01:33:43",33,"2020-11-13 01:33:43",1
386,19,NULL,56,2020-11-16,14755.14,NULL,NULL,NULL,NULL,1,0,"2020-11-15 21:41:41",56,"2020-11-15 21:41:55",1
387,14,NULL,56,2020-11-16,6087.96,NULL,NULL,NULL,NULL,1,0,"2020-11-15 21:42:12",56,"2020-11-15 21:42:12",1
388,10,NULL,56,2020-11-16,223367.32,NULL,NULL,NULL,NULL,1,0,"2020-11-15 21:42:33",56,"2020-11-15 21:42:33",1
389,7,NULL,53,2020-11-16,9240.83,NULL,NULL,NULL,NULL,1,0,"2020-11-15 22:10:28",53,"2020-11-15 22:12:18",1
390,2,NULL,55,2020-11-16,185814.49,NULL,NULL,NULL,NULL,1,0,"2020-11-15 22:11:17",55,"2020-11-15 22:11:17",1
391,1,NULL,55,2020-11-16,29703476.47,NULL,NULL,NULL,NULL,1,0,"2020-11-15 22:11:28",55,"2020-11-15 22:11:46",1
392,6,NULL,33,2020-11-16,2982046.49,NULL,NULL,NULL,NULL,1,0,"2020-11-15 22:12:04",33,"2020-11-16 01:43:47",1
393,160,NULL,56,2020-11-16,377361.00,NULL,NULL,NULL,NULL,1,0,"2020-11-15 23:01:25",56,"2020-11-15 23:01:25",1
394,15,NULL,56,2020-11-16,419191249.98,NULL,NULL,NULL,NULL,1,0,"2020-11-15 23:01:48",56,"2020-11-15 23:03:19",1
395,15,NULL,56,2020-11-17,419164529.07,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:02:14",56,"2020-11-16 22:03:49",1
396,10,NULL,56,2020-11-17,22336.32,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:04:22",56,"2020-11-16 22:04:22",1
397,160,NULL,56,2020-11-17,377361.00,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:04:42",56,"2020-11-16 22:04:42",1
398,19,NULL,56,2020-11-17,14755.14,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:05:00",56,"2020-11-16 22:05:30",1
399,14,NULL,56,2020-11-17,6087.96,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:05:47",56,"2020-11-16 22:05:47",1
400,1,NULL,55,2020-11-17,24449974.68,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:08:56",55,"2020-11-16 22:09:21",1
401,2,NULL,55,2020-11-17,185814.49,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:09:42",55,"2020-11-16 22:09:42",1
402,7,NULL,53,2020-11-17,4979231.75,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:11:22",53,"2020-11-16 22:11:44",1
403,6,NULL,33,2020-11-17,70765.39,NULL,NULL,NULL,NULL,1,0,"2020-11-16 22:41:36",33,"2020-11-16 22:41:36",1
404,6,NULL,33,2020-11-25,265683.22,NULL,NULL,NULL,NULL,1,0,"2020-11-17 05:26:04",33,"2020-11-24 22:17:26",33
405,14,NULL,56,2020-11-18,6087.96,NULL,NULL,NULL,NULL,1,0,"2020-11-17 21:49:05",56,"2020-11-17 21:49:05",1
406,19,NULL,56,2020-11-18,14424.14,NULL,NULL,NULL,NULL,1,0,"2020-11-17 21:49:20",56,"2020-11-17 21:49:32",1
407,160,NULL,56,2020-11-18,107361.00,NULL,NULL,NULL,NULL,1,0,"2020-11-17 21:50:11",56,"2020-11-17 21:50:11",1
408,10,NULL,56,2020-11-18,192336.32,NULL,NULL,NULL,NULL,1,0,"2020-11-17 21:50:44",56,"2020-11-17 21:50:44",1
409,15,NULL,56,2020-11-18,419090058.07,NULL,NULL,NULL,NULL,1,0,"2020-11-17 21:54:58",56,"2020-11-17 21:56:37",1
410,7,NULL,53,2020-11-18,9200.75,NULL,NULL,NULL,NULL,1,0,"2020-11-17 22:08:51",53,"2020-11-17 22:11:16",1
411,2,NULL,55,2020-11-18,185814.49,NULL,NULL,NULL,NULL,1,0,"2020-11-17 22:15:20",55,"2020-11-17 22:15:20",1
412,1,NULL,55,2020-11-18,20620817.68,NULL,NULL,NULL,NULL,1,0,"2020-11-17 22:15:30",55,"2020-11-17 22:17:05",1
413,6,NULL,33,2020-11-18,190765.39,NULL,NULL,NULL,NULL,1,0,"2020-11-17 22:18:55",33,"2020-11-18 06:36:10",1
414,1,NULL,55,2020-11-20,20350419.68,NULL,NULL,NULL,NULL,1,0,"2020-11-19 21:35:31",55,"2020-11-19 21:36:01",1
415,2,NULL,55,2020-11-20,185814.49,NULL,NULL,NULL,NULL,1,0,"2020-11-19 21:36:21",55,"2020-11-19 21:36:21",1
416,15,NULL,56,2020-11-20,418897592.07,NULL,NULL,NULL,NULL,1,0,"2020-11-19 21:44:25",56,"2020-11-19 21:46:18",1
417,10,NULL,56,2020-11-20,192336.32,NULL,NULL,NULL,NULL,1,0,"2020-11-19 21:46:43",56,"2020-11-19 21:46:43",1
418,160,NULL,56,2020-11-20,165442.00,NULL,NULL,NULL,NULL,1,0,"2020-11-19 21:47:03",56,"2020-11-19 21:47:03",1
419,19,NULL,56,2020-11-20,44624.14,NULL,NULL,NULL,NULL,1,0,"2020-11-19 21:48:21",56,"2020-11-19 21:48:33",1
420,14,NULL,56,2020-11-20,6087.96,NULL,NULL,NULL,NULL,1,0,"2020-11-19 21:48:58",56,"2020-11-19 21:48:58",1
421,7,NULL,53,2020-11-20,8779.90,NULL,NULL,NULL,NULL,1,0,"2020-11-19 22:34:10",53,"2020-11-19 22:34:33",1
422,6,NULL,33,2020-11-20,12402.42,NULL,NULL,NULL,NULL,1,0,"2020-11-20 00:11:10",33,"2020-11-20 00:11:10",1
423,14,NULL,56,2020-11-23,6087.96,NULL,NULL,NULL,NULL,1,0,"2020-11-22 21:54:06",56,"2020-11-22 21:54:06",1
424,19,NULL,56,2020-11-23,44624.14,NULL,NULL,NULL,NULL,1,0,"2020-11-22 21:54:56",56,"2020-11-22 21:55:15",1
425,10,NULL,56,2020-11-23,42336.32,NULL,NULL,NULL,NULL,1,0,"2020-11-22 21:55:37",56,"2020-11-22 21:55:37",1
426,15,NULL,56,2020-11-23,418895640.07,NULL,NULL,NULL,NULL,1,0,"2020-11-22 21:57:53",56,"2020-11-22 21:59:45",1
427,2,NULL,55,2020-11-23,185814.49,NULL,NULL,NULL,NULL,1,0,"2020-11-22 22:05:28",55,"2020-11-22 22:05:28",1
428,1,NULL,55,2020-11-23,16640419.68,NULL,NULL,NULL,NULL,1,0,"2020-11-22 22:05:44",55,"2020-11-22 22:06:06",1
429,7,NULL,53,2020-11-23,39845.90,NULL,NULL,NULL,NULL,1,0,"2020-11-22 22:09:30",53,"2020-11-22 22:10:00",1
430,6,NULL,33,2020-11-23,12402.42,NULL,NULL,NULL,NULL,1,0,"2020-11-22 22:44:05",33,"2020-11-22 22:44:05",1
431,160,NULL,56,2020-11-23,165442.00,NULL,NULL,NULL,NULL,1,0,"2020-11-23 00:57:53",56,"2020-11-23 00:57:53",1
432,160,NULL,56,2020-11-24,165442.00,NULL,NULL,NULL,NULL,1,0,"2020-11-23 21:42:32",56,"2020-11-23 21:42:32",1
433,10,NULL,56,2020-11-24,42336.32,NULL,NULL,NULL,NULL,1,0,"2020-11-23 21:42:48",56,"2020-11-23 21:42:48",1
434,14,NULL,56,2020-11-24,6087.96,NULL,NULL,NULL,NULL,1,0,"2020-11-23 21:43:03",56,"2020-11-23 21:43:03",1
435,19,NULL,56,2020-11-24,44624.14,NULL,NULL,NULL,NULL,1,0,"2020-11-23 21:43:18",56,"2020-11-23 21:43:29",1
436,15,NULL,56,2020-11-24,420461797.91,NULL,NULL,NULL,NULL,1,0,"2020-11-23 21:44:00",56,"2020-11-23 21:45:35",1
437,1,NULL,55,2020-11-24,18499284.08,NULL,NULL,NULL,NULL,1,0,"2020-11-23 22:08:22",55,"2020-11-23 22:08:42",1
438,2,NULL,55,2020-11-24,185814.49,NULL,NULL,NULL,NULL,1,0,"2020-11-23 22:08:57",55,"2020-11-23 22:08:57",1
