id,code,sysobjid,name,adminrightid,org_area,active,ordr,created_at,created_by,updated_at,updated_by
1,admin-global,1,"Администрирование прав пользователей",9,0,1,255,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
2,client,1,"Доступ сотрудника клиента",1,0,0,255,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
3,guest,1,"Гостевой доступ (самозарегистрированный пользователь)",1,0,0,255,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
4,orgcurator,1,"Право курирования клиентов",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
10,sysobjs.read,2,"Чтение записей",1,0,1,1,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
11,sysobjs.create,2,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
12,sysobjs.update,2,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
13,sysobjs.delete,2,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
14,sysobjs.admin,2,"Администрирование прав на объект",1,0,1,255,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
20,users.read,3,"Чтение записей",1,0,1,1,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
21,users.create,3,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
22,users.update,3,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
23,users.delete,3,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
24,users.admin,3,"Администрирование прав на объект",1,0,1,255,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
30,sysroles.read,5,"Чтение записей",1,0,1,1,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
31,sysroles.create,5,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
32,sysroles.update,5,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
33,sysroles.delete,5,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
34,sysroles.admin,5,"Администрирование прав на объект",1,0,1,255,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
50,sysrolefuncs.read,6,"Чтение записей",1,0,1,1,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
51,sysrolefuncs.create,6,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
52,sysrolefuncs.update,6,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
53,sysrolefuncs.delete,6,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
54,sysrolefuncs.admin,6,"Администрирование прав на объект",1,0,1,255,"2023-07-15 02:08:40",0,"2023-07-15 02:08:40",0
60,mngrbreakwork,131,"Право прерывания работы по заказу",1,0,1,255,"2023-07-15 02:08:40",NULL,"2023-07-15 02:08:40",NULL
61,curator-global,1,"глобальный куратор",1,0,0,255,"2023-07-15 02:08:40",NULL,"2023-07-15 02:08:40",NULL
62,ordanyprice,131,"Право применения произвольной цены",1,0,1,255,"2023-07-15 02:08:40",NULL,"2023-07-15 02:08:40",NULL
63,user2staff,3,"Привязка пользователя к организации",1,0,0,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
64,changebuyer,131,"изменение клиента в незавершенном заказе",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
