id,code,sysobjid,name,adminrightid,org_area,active,ordr,created_at,created_by,updated_at,updated_by
65,loadextdata,31,"загрузка внешних данных в систему",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
66,refitems.update,105,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
67,refitems.delete,105,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
68,orgs.update,111,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
69,orgs.delete,111,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
70,orders.read,131,"Просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
71,orders.create,131,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
72,orders.update,131,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
73,orders.delete,131,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
74,itmtypes.update,101,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
75,itmtypes.delete,101,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
76,itmtypes.read,101,"Просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
77,orgs.read,111,"Просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
78,orgs.create,111,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
80,orders.back2work,131,"вернуть в работу завершенный заказ без менеджера",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
82,saleactions.read,107,"Просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
83,saleactions.create,107,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
84,saleactions.update,107,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
85,saleactions.delete,107,"Удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
86,stock,201,"Модуль Склад",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
87,wrhs.create,202,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
88,wrhs.read,202,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
89,wrhs.update,202,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
90,wrhs.delete,202,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
91,wrh.storekeeper,201,кладовщик,1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
92,wrh.expeditor,201,экспедитор,1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
95,wrhdoctypes.create,203,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
96,wrhdoctypes.read,203,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
97,wrhdoctypes.update,203,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
98,wrhdoctypes.delete,203,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
99,wrhdocs.create,204,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
100,wrhdocs.read,204,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
101,wrhdocs.update,204,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
102,wrhdocs.delete,204,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
103,wrhdocs.sign,204,"утверждение(проведение) документа",1,0,1,8,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
104,wrhdocs.unsign,204,"разутверждение документа",1,0,1,10,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
105,brands.create,104,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
106,brands.read,104,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
107,brands.update,104,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
108,brands.delete,104,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
109,objfiles.create,11,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
110,objfiles.read,11,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
111,objfiles.update,11,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
112,objfiles.delete,11,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
113,unittypes.create,301,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
114,unittypes.read,301,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
115,unittypes.update,301,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
116,unittypes.delete,301,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
117,specinfotypes.create,103,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
118,specinfotypes.read,103,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
119,specinfotypes.update,103,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
120,specinfotypes.delete,103,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
121,orders.admindelete,131,"Административное удаление заказа со всем содержимым",9,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
122,translittypes.create,805,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
123,translittypes.read,805,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
124,translittypes.update,805,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
125,translittypes.delete,805,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
126,translits.create,806,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
127,translits.read,806,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
128,translits.update,806,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
129,translits.delete,806,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
130,ri_altnames.create,141,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
131,ri_altnames.read,141,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
132,ri_altnames.update,141,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
133,ri_altnames.delete,141,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
134,orders.ownorg.update,131,"изменение продавца в заказе",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
135,delivery,221,"Модуль Доставка",9,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
136,wrhdoc(9).sign,204,"право утверждения документа Акт разногласий",1,0,1,12,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
137,extsystems.read,31,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
138,extsystems.create,31,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
139,extsystems.update,31,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
140,extsystems.delete,31,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
141,objextids.read,32,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
142,objextids.create,32,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
143,objextids.update,32,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
144,objextids.delete,32,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
145,saleplans.read,701,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
146,saleplans.create,701,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
147,saleplans.update,701,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
148,saleplans.delete,701,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
149,grptypes.read,821,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
150,grptypes.create,821,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
151,grptypes.update,821,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
152,grptypes.delete,821,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
153,groups.read,822,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
154,groups.create,822,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
155,groups.update,822,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
156,groups.delete,822,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
157,curator.default,1,"куратор по-умолчанию",1,0,0,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
158,analitics.reports,600,"доступ к аналитическим отчетам",9,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
159,analitics.rep02,600,"отчет Анализ продаж",9,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
160,analitics.rep03,600,"отчет Периодичность продаж",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
161,stat.sales.view,1,"право просмотра статистики продаж",1,0,0,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
162,extsys_sysobjs.read,33,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
163,extsys_sysobjs.create,33,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
164,extsys_sysobjs.update,33,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
165,extsys_sysobjs.delete,33,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
166,fiscaldocs.read,442,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
167,fiscaldocs.create,442,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
168,fiscaldocs.update,442,"изменение/фискализация записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
169,fiscaldocs.delete,442,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
170,cashier,400,"кассир - право работы с ККТ",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
171,kkts.read,426,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
172,kkts.create,426,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
173,kkts.update,426,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
174,kkts.delete,426,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
175,org_places.read,116,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
176,org_places.create,116,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
177,org_places.update,116,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
178,org_places.delete,116,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
179,cash_boxes.read,424,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
180,cash_boxes.create,424,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
181,cash_boxes.update,424,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
182,cash_boxes.delete,424,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
183,fiscaldocs.create_corrdoc,442,"создание чека коррекции",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
184,fiscaldocs.update_corrdoc,442,"изменение/фискализация чека коррекции",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
185,cash_boxes.adminrelease,424,"принудительное освобождение занятого места",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
186,ri_options.read,143,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
187,ri_options.create,143,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
188,ri_options.update,143,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
189,ri_options.delete,143,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
190,ri_units.read,144,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
191,ri_units.create,144,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
192,ri_units.update,144,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
193,ri_units.delete,144,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
194,ordpays.read,135,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
195,ordpays.create,135,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
196,ordpays.update,135,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
197,ordpays.delete,135,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
198,paydocs.read,520,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
199,paydocs.create,520,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
200,paydocs.update,520,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
201,paydocs.delete,520,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
202,refitems.read,105,"Просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
203,refitems.create,105,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
204,orders.approve,131,"согласование количества",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
205,makedocs.read,831,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
206,makedocs.create,831,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
207,makedocs.update,831,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
208,makedocs.delete,831,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
209,makedocitems.read,832,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
210,makedocitems.create,832,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
211,makedocitems.update,832,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
212,makedocitems.delete,832,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
213,orders.copy,131,"Повтор (дублирование) заказа",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
214,userorgs.read,126,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
215,userorgs.create,126,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
216,userorgs.update,126,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
217,userorgs.delete,126,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
218,ri_qtymarkups.read,843,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
219,ri_qtymarkups.create,843,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
220,ri_qtymarkups.update,843,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
221,ri_qtymarkups.delete,843,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
222,org_saldos.read,114,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
223,org_saldos.create,114,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
224,org_saldos.update,114,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
225,org_saldos.delete,114,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
226,projects.read,461,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
227,projects.create,461,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
228,projects.update,461,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
229,projects.delete,461,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
230,estdocs.read,465,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
231,estdocs.create,465,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
232,estdocs.update,465,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
233,estdocs.delete,465,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
234,wrktyperefbook.read,471,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
235,wrktyperefbook.create,471,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
236,wrktyperefbook.update,471,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
237,wrktyperefbook.delete,471,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
238,wtrb_items.read,472,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
239,wtrb_items.create,472,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
240,wtrb_items.update,472,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
241,wtrb_items.delete,472,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
242,mchntypes.read,481,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
243,mchntypes.create,481,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
244,mchntypes.update,481,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
245,mchntypes.delete,481,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
246,machines.read,482,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
247,machines.create,482,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
248,machines.update,482,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
249,machines.delete,482,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
254,mchnrqsts.read,483,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
255,mchnrqsts.create,483,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
256,mchnrqsts.update,483,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
257,mchnrqsts.delete,483,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
258,contracts.read,151,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
259,contracts.create,151,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
260,contracts.update,151,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
261,contracts.delete,151,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
262,mchnrqsts.approve,483,"согласование заявок",1,0,1,5,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
263,mchnrqsts.unregistrate,483,"отзыв чужих заявок (не инициатор)",1,0,1,7,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
264,mchnrqsts.setfact,483,"регистрация факта",1,0,1,6,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
265,indicators.read,491,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
266,indicators.create,491,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
267,indicators.update,491,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
268,indicators.delete,491,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
269,indi_facts.read,492,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
270,indi_facts.create,492,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
271,indi_facts.update,492,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
272,indi_facts.delete,492,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
273,projbudgetitems.read,462,"чтение записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
274,projbudgetitems.create,462,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
275,projbudgetitems.update,462,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
276,projbudgetitems.delete,462,"удаление записей",1,0,1,4,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
277,prodplans.read,731,"просмотр записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
278,prodplans.create,731,"создание записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
279,prodplans.update,731,"изменение записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
280,prodplans.delete,731,"удаление записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
281,prodfacttypes.read,732,"просмотр записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
282,prodfacttypes.create,732,"создание записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
283,prodfacttypes.update,732,"изменение записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
284,prodfacttypes.delete,732,"удаление записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
285,prodplan_facts.read,733,"просмотр записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
286,prodplan_facts.create,733,"создание записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
287,prodplan_facts.update,733,"изменение записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
288,prodplan_facts.delete,733,"удаление записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
289,orgstaff.read,121,"просмотр записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
290,orgstaff.create,121,"создание записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
291,orgstaff.update,121,"изменение записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
292,orgstaff.delete,121,"удаление записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
293,buildobjs.read,466,"просмотр записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
294,buildobjs.create,466,"создание записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
295,buildobjs.update,466,"изменение записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
296,buildobjs.delete,466,"удаление записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
297,mchnrqsts.finapprove,483,бух.контроль,1,0,1,8,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
298,itmtypes.create,101,"Создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
299,buildopertypes.read,467,"просмотр записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
300,buildopertypes.create,467,"создание записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
301,buildopertypes.update,467,"изменение записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
302,buildopertypes.delete,467,"удаление записей",1,0,1,255,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
303,estdocitm_works.read,852,"просмотр записей",1,0,1,1,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
304,estdocitm_works.create,852,"создание записей",1,0,1,2,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
305,estdocitm_works.update,852,"изменение записей",1,0,1,3,"2023-07-15 02:08:40",1,"2023-07-15 02:08:40",1
