id,code,name,descript,acsid,public,active,created_at,created_by,updated_at,updated_by
101,NULL,"Рейтинг поставщиков","совокупное отклонение от возможной закупки",1,0,1,"2021-08-09 11:51:22",1,"2021-08-09 11:51:22",1
