id,parid,code,name,active,ordr,model_class,acl_sysobjid,acl_sysobjcode,created_at,created_by,updated_at,updated_by
886,3,mychat_users,"Пользователи системы MyChat",1,886,mychat_user,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
887,NULL,user_templates,"Шаблоны данных для новых записей",1,887,user_template,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
891,895,postCategories,"Категории для публикаций",1,891,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
892,895,postTags,"Тэги для публикаций",1,892,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
895,NULL,posts,"Публикации блога",1,890,post,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
896,895,post_readers,"Читатели публикации",1,893,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
897,895,post_marks,"Оценки публикации",0,999999,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
898,895,post_tags,"Теги публикации",0,999999,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
901,NULL,orgplnpays,"План платежей организации",1,901,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
902,901,orgplnpay_items,"Позиции плана платежей",1,902,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
903,NULL,pay_categories,"Категории оплат",1,903,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
904,NULL,news,Новости,1,904,news,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
905,903,newsbands,"Ленты новостей",1,905,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
907,NULL,adverts,Объявления,1,907,advert,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
911,115,orgacnt_sums,"Остатки на р/счете",1,116,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
915,NULL,invoices,"Счета на оплату",1,915,invoice,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
916,NULL,invoice_items,"Состав счета/УПД/сч/фактуры",1,916,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
917,NULL,invoice_payments,"Оплаты счета",1,917,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
920,NULL,doctypes,"Типы документов",1,920,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
921,NULL,docs,Документы,1,921,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
922,NULL,doc_items,"Состав документа",1,922,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
925,920,docimpformats,"Форматы импортируемых файлов документов",1,925,docimpformat,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
931,NULL,docs101,"Журналы производства",1,931,doc101,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
932,NULL,doc101_items,"Состав журнала производства",1,932,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
933,NULL,dlvrydocs,"Документы подтверждающие получение материалов на объекте1",1,933,dlvrydoc,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
936,NULL,m15docs,"Формы М15",1,936,m15doc,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
938,466,buildobj_works,"Работы на объектах",1,938,buildobj_work,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
939,466,buildobj_wrhs,"Склады для объекта",1,939,buildobj_wrh,NULL,wrhs,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
942,NULL,obj_approvals,"Согласование документов/записей",1,942,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
951,NULL,events,"События организации",1,951,event,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
961,NULL,tasks,Задачи,1,1,task,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
963,961,task_users,"Работники по заявке",1,963,task_user,961,tasks,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
965,961,task_reports,"Отчеты по задаче",1,965,NULL,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
971,467,bot_ri_lims,"Ведомость материалов для вида работ",1,467,bot_ri_lim,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
973,155,cwp_works,"План работ для вида работ",1,467,cwp_work,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
974,973,cwp_work_links,"Взаимосвязи работ",1,973,cwp_work_link,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
975,973,cwp_work_equips,"Ресурсы, необходимые для работы",1,973,cwp_work_equip,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
976,973,cwp_facts,"Фактические объемы выполнения работ",1,976,cwp_fact,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
981,NULL,org_extservices,"Услуги провайдеров, используемые организацией",1,981,org_extservice,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
982,981,extsrvc_sums,"Сумма предоплаты на субсчетах провайдера услуг",1,982,extsrvc_sum,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
991,NULL,grantdocs,Доверенности,1,991,grantdoc,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1101,NULL,jobtimesheets,"Учет рабочего времени",1,1101,jobtimesheet,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1102,1101,jts_items,"период работы сотрудника",1,1102,jts_item,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1103,1101,jts_machines,"период работы спецтехники",1,1103,jts_machine,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1104,1101,jts_violations,"Нарушения при выполнении рабрт",1,1104,jts_violation,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1105,1101,jts_mchn_visits,jts_mchn_visits,1,1105,jts_mchn_visit,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1106,NULL,mchn_raids,"Рейсы транспорта",1,1106,mchn_raid,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1107,NULL,driver_works,"Учет работы водителей",1,1107,driver_work,NULL,driver_works,"2021-11-27 06:50:50",1,"2021-11-27 06:50:50",1
1108,NULL,cursias,"Карты учета работы спецтехники и механизмов",1,1108,cursia,NULL,jobtimesheets,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1109,NULL,dw_breaks,"Список простоев в работе водителя",1,1109,dw_break,NULL,driver_works,"2021-11-28 06:05:27",1,"2021-11-28 06:05:27",1
1111,466,viewpoints,"Точки обзора строительного объекта",1,1111,viewpoint,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1112,1111,vp_photos,"Фото снятые из точек обзора",1,1112,vp_photo,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1115,466,cargoload_points,"Места разгрузки/погрузки на строит. площадке",1,468,cargoload_point,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1121,467,bot_keyworks,"Ключевые виды работ (для оценки общего исполнения)",1,468,bot_keywork,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1131,NULL,wrkreps,"Отчет о работе (с линии)",1,1131,wrkrep,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1132,1131,wrkrep_machines,"Отчет о работе спецтехники",1,1132,wrkrep_machine,NULL,wrkreps,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1151,NULL,roletypes,"Типы ролей (пользлователей)",1,1151,roletype,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1152,NULL,sysobj_roletypes,"Типы ролей, допустимые для сист. объекта",1,1152,sysobj_roletype,NULL,roletype,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1201,NULL,stfordtypes,"Типы приказов по персоналу",1,1201,stfordtype,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1202,NULL,stforders,"приказы по персоналу",1,121,stforder,NULL,orgstaff,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1205,NULL,staff_posts,"должности сотрудника (история)",1,999999,staff_post,NULL,orgstaff,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1501,NULL,acs,"Категории информации (для доступа)",1,1,ac,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1502,1501,user_acs,"Категории информации, доступные пользователю",1,2,user_ac,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1601,NULL,obj_staffs,"Сотрудники, связанные с инф. объектом",1,1601,obj_staff,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1611,NULL,obj_orgs,"Организации, связанные с инф. объектом",1,1611,obj_org,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1621,NULL,orgnametypes,"Типы названий организаций",1,1621,orgnametype,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1622,NULL,org_names,"Названия организаций",1,1622,org_name,NULL,orgs,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1701,NULL,documents,"Архив документов",1,1701,document,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1711,NULL,org_caselists,"Номенклатура дел (организации)",1,1711,org_caselist,NULL,NULL,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1712,NULL,ocl_items,"Состав номенлатуры дел (организации)",1,1711,ocl_item,NULL,org_caselists,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1721,NULL,collectors,Коллекционеры,1,1721,collector,NULL,documents,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1722,NULL,dt_collectors,"Коллекционеры для типов документов",1,1721,dt_collector,NULL,documents,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
1801,NULL,informers,Информеры,1,1801,informer,NULL,buildobjs,"2021-10-26 23:43:45",1,"2021-10-26 23:43:45",1
