id,sysobjid,code,name,ordr,descript,css,active,created_at,created_by,updated_at,updated_by
1,736,1,отсутствует,1,NULL,color:red;,1,"2020-07-29 04:42:56",1,"2020-07-29 04:42:56",1
2,736,2,"в работе",2,NULL,color:orange;,1,"2020-07-29 04:42:56",1,"2020-07-29 04:42:56",1
3,736,3,"внутр. согласован",3,NULL,color:blue;,1,"2020-07-29 04:42:56",1,"2020-07-29 04:42:56",1
4,736,4,"официальная версия",4,NULL,color:green;,1,"2020-07-29 04:42:56",1,"2020-07-29 04:42:56",1
